eventID,site,habitatType,minimumElevationInMeters,samplingProtocol,samplingEffort,sampleSizeValue,sampleSizeUnit,eventDate,eventTime,startDayOfYear,eventRemarks,country,countryCode,locality,locationID,decimalLatitude,decimalLongitude,geodeticDatum,occurrenceID,basisOfRecord,occurrenceStatus,individualCount,vernacularName,scientificName,kingdom,phylum,class,order,family,taxonRank
Transect_Site2_Sp6,Slope A,Bracken/Grassland,62,Transect,,,metre,11/09/2024,15:14,256,,Scotland,GB- SCT,Lochranza,Transect_Site2,55.6985,-5.28641667,WGS84,Transect_Site2_Sp6_Falco_tinnunculus,HumanObservation,present,N/A,Common Kestrel,Falco tinnunculus,Animalia,Chordata,Aves,Falconiformes,Falconidae,species
Transect_Site2_Sp7,Slope A,Bracken/Grassland,62,Transect,,,metre,11/09/2024,15:14,256,,Scotland,GB- SCT,Lochranza,Transect_Site2,55.6985,-5.28641667,WGS84,Transect_Site2_Sp7_Aquila_chrysaetos,HumanObservation,present,N/A,Golden Eagle,Aquila chrysaetos,Animalia,Chordata,Aves,Accipitriformes,Accipitridae,species
Transect_Site3_Sp1,Slope A,Bracken/Grassland,133,Transect,,,metre,12/09/2024,10:16,256,,Scotland,GB- SCT,Lochranza,Transect_Site3,55.69783333,-5.28786111,WGS84,Transect_Site3_Sp1_Parus_major,HumanObservation,present,N/A,Great Tit,Parus major,Animalia,Chordata,Aves,Passeriformes,Paridae,species
Transect_Site3_Sp2,Slope A,Bracken/Grassland,133,Transect,,,metre,12/09/2024,10:16,256,,Scotland,GB- SCT,Lochranza,Transect_Site3,55.69783333,-5.28786111,WGS84,Transect_Site3_Sp2_Troglodytes_troglodytes,HumanObservation,present,N/A,Eurasian Wren,Troglodytes troglodytes,Animalia,Chordata,Aves,Passeriformes,Troglodytidae,species
Transect_Site3_Sp3,Slope A,Bracken/Grassland,133,Transect,,,metre,12/09/2024,10:16,256,,Scotland,GB- SCT,Lochranza,Transect_Site3,55.69783333,-5.28786111,WGS84,Transect_Site3_Sp3_Erithacus_rubecula,HumanObservation,present,N/A,European Robin,Erithacus rubecula,Animalia,Chordata,Aves,Passeriformes,Muscicapidae,species
Transect_Site3_Sp4,Slope A,Bracken/Grassland,133,Transect,,,metre,12/09/2024,10:16,256,,Scotland,GB- SCT,Lochranza,Transect_Site3,55.69783333,-5.28786111,WGS84,Transect_Site3_Sp4_Aegithalos_caudatus,HumanObservation,present,N/A,Long-tailed Tit,Aegithalos caudatus,Animalia,Chordata,Aves,Passeriformes,Aegithalidae,species
Transect_Site4_Sp1,Slope B,Bracken/Broadleaf,68,Transect,,,metre,12/09/2024,14:32,256,,Scotland,GB- SCT,Lochranza,Transect_Site4,55.70122222,-5.27011111,WGS84,Transect_Site4_Sp1_Coloeus_monedula,HumanObservation,present,N/A,Eurasian Jackdaw,Coloeus monedula,Animalia,Chordata,Aves,Passeriformes,Corvidae,species
Transect_Site4_Sp2,Slope B,Bracken/Broadleaf,68,Transect,,,metre,12/09/2024,14:32,256,,Scotland,GB- SCT,Lochranza,Transect_Site4,55.70122222,-5.27011111,WGS84,Transect_Site4_Sp2_Carduelis_carduelis,HumanObservation,present,N/A,European Goldfinch,Carduelis carduelis,Animalia,Chordata,Aves,Passeriformes,Fringillidae,species
Transect_Site4_Sp3,Slope B,Bracken/Broadleaf,68,Transect,,,metre,12/09/2024,14:32,256,,Scotland,GB- SCT,Lochranza,Transect_Site4,55.70122222,-5.27011111,WGS84,Transect_Site4_Sp3_Troglodytes_troglodytes,HumanObservation,present,N/A,Eurasian Wren,Troglodytes troglodytes,Animalia,Chordata,Aves,Passeriformes,Troglodytidae,species
Transect_Site4_Sp4,Slope B,Bracken/Broadleaf,68,Transect,,,metre,12/09/2024,14:32,256,,Scotland,GB- SCT,Lochranza,Transect_Site4,55.70122222,-5.27011111,WGS84,Transect_Site4_Sp4_Erithacus_rubecula,HumanObservation,present,N/A,European Robin,Erithacus rubecula,Animalia,Chordata,Aves,Passeriformes,Muscicapidae,species
Transect_Site4_Sp5,Slope B,Bracken/Broadleaf,68,Transect,,,metre,12/09/2024,14:32,256,,Scotland,GB- SCT,Lochranza,Transect_Site4,55.70122222,-5.27011111,WGS84,Transect_Site4_Sp5_Corvus_cornix,HumanObservation,present,N/A,Hooded Crow,Corvus cornix,Animalia,Chordata,Aves,Passeriformes,Corvidae,species
Transect_Site4_Sp6,Slope B,Bracken/Broadleaf,68,Transect,,,metre,12/09/2024,14:32,256,,Scotland,GB- SCT,Lochranza,Transect_Site4,55.70122222,-5.27011111,WGS84,Transect_Site4_Sp6_Accipiter_nisus,HumanObservation,present,N/A,Eurasian Sparrowhawk,Accipiter nisus,Animalia,Chordata,Aves,Accipitriformes,Accipitridae,species
Transect_Site4_Sp7,Slope B,Bracken/Broadleaf,68,Transect,,,metre,12/09/2024,14:32,256,,Scotland,GB- SCT,Lochranza,Transect_Site4,55.70122222,-5.27011111,WGS84,Transect_Site4_Sp7_Ardea_cinerea,HumanObservation,present,N/A,Grey Heron,Ardea cinerea,Animalia,Chordata,Aves,Pelecaniformes,Ardeidae,species
Transect_Site4_Sp8,Slope B,Bracken/Broadleaf,68,Transect,,,metre,12/09/2024,14:32,256,,Scotland,GB- SCT,Lochranza,Transect_Site4,55.70122222,-5.27011111,WGS84,Transect_Site4_Sp8_Parus_major,HumanObservation,present,N/A,Great Tit,Parus major,Animalia,Chordata,Aves,Passeriformes,Paridae,species
Transect_Site4_Sp9,Slope B,Bracken/Broadleaf,68,Transect,,,metre,12/09/2024,14:32,256,,Scotland,GB- SCT,Lochranza,Transect_Site4,55.70122222,-5.27011111,WGS84,Transect_Site4_Sp9_Fringilla_coelebs,HumanObservation,present,N/A,Common Chaffinch,Fringilla coelebs,Animalia,Chordata,Aves,Passeriformes,Fringillidae,species
Transect_Site4_Sp10,Slope B,Bracken/Broadleaf,68,Transect,,,metre,12/09/2024,14:32,256,,Scotland,GB- SCT,Lochranza,Transect_Site4,55.70122222,-5.27011111,WGS84,Transect_Site4_Sp10_Turdus_viscivorus,HumanObservation,present,N/A,Mistle Thrush,Turdus viscivorus,Animalia,Chordata,Aves,Passeriformes,Turdidae,species
Transect_Site4_Sp11,Slope B,Bracken/Broadleaf,68,Transect,,,metre,12/09/2024,14:32,256,,Scotland,GB- SCT,Lochranza,Transect_Site4,55.70122222,-5.27011111,WGS84,Transect_Site4_Sp11_Motacilla_alba,HumanObservation,present,N/A,Pied Wagtail,Motacilla alba,Animalia,Chordata,Aves,Passeriformes,Motacillidae,species
Transect_Site4_Sp12,Slope B,Bracken/Broadleaf,68,Transect,,,metre,12/09/2024,14:32,256,,Scotland,GB- SCT,Lochranza,Transect_Site4,55.70122222,-5.27011111,WGS84,Transect_Site4_Sp12_Spinus_spinus,HumanObservation,present,N/A,Eurasian Siskin,Spinus spinus,Animalia,Chordata,Aves,Passeriformes,Fringillidae,species
Transect_Site5_Sp1,Slope B,Bracken/Grassland,144,Transect,,,metre,12/09/2024,13:04,256,,Scotland,GB- SCT,Lochranza,Transect_Site5,55.70825,-5.28008333,WGS84,Transect_Site5_Sp1_Cervus_elaphus,HumanObservation,present,N/A,Red Deer,Cervus elaphus,Animalia,Chordata,Mammalia,Artiodactyla,Cervidae,species
Transect_Site5_Sp2,Slope B,Bracken/Grassland,144,Transect,,,metre,12/09/2024,13:04,256,,Scotland,GB- SCT,Lochranza,Transect_Site5,55.70825,-5.28008333,WGS84,Transect_Site5_Sp2_Anthus_pratensis,HumanObservation,present,N/A,Meadow Pipit,Anthus pratensis,Animalia,Chordata,Aves,Passeriformes,Motacillidae,species
Transect_Site5_Sp3,Slope B,Bracken/Grassland,144,Transect,,,metre,12/09/2024,13:04,256,,Scotland,GB- SCT,Lochranza,Transect_Site5,55.70825,-5.28008333,WGS84,Transect_Site5_Sp3_Corvus_corone,HumanObservation,present,N/A,Carrion Crow,Corvus corone,Animalia,Chordata,Aves,Passeriformes,Corvidae,species
Transect_Site5_Sp4,Slope B,Bracken/Grassland,144,Transect,,,metre,12/09/2024,13:04,256,,Scotland,GB- SCT,Lochranza,Transect_Site5,55.70825,-5.28008333,WGS84,Transect_Site5_Sp4_Falco_tinnunculus,HumanObservation,present,N/A,Common Kestrel,Falco tinnunculus,Animalia,Chordata,Aves,Falconiformes,Falconidae,species
Transect_Site5_Sp5,Slope B,Bracken/Grassland,144,Transect,,,metre,12/09/2024,13:04,256,,Scotland,GB- SCT,Lochranza,Transect_Site5,55.70825,-5.28008333,WGS84,Transect_Site5_Sp5_Delichon_urbicum,HumanObservation,present,N/A,Western House Martin,Delichon urbicum,Animalia,Chordata,Aves,Passeriformes,Hirundinidae,species
Transect_Site5_Sp6,Slope B,Bracken/Grassland,144,Transect,,,metre,12/09/2024,13:04,256,,Scotland,GB- SCT,Lochranza,Transect_Site5,55.70825,-5.28008333,WGS84,Transect_Site5_Sp6_Columba_palumbus,HumanObservation,present,N/A,Common Woodpigeon,Columba palumbus,Animalia,Chordata,Aves,Columbiformes,Columbidae,species
Transect_Site5_Sp7,Slope B,Bracken/Grassland,144,Transect,,,metre,12/09/2024,13:04,256,,Scotland,GB- SCT,Lochranza,Transect_Site5,55.70825,-5.28008333,WGS84,Transect_Site5_Sp7_Apus_apus,HumanObservation,present,N/A,Common Swift,Apus apus,Animalia,Chordata,Aves,Apodiformes,Apodidae,species
Transect_Site5_Sp8,Slope B,Bracken/Grassland,144,Transect,,,metre,12/09/2024,13:04,256,,Scotland,GB- SCT,Lochranza,Transect_Site5,55.70825,-5.28008333,WGS84,Transect_Site5_Sp8_Fringilla_coelebs,HumanObservation,present,N/A,Common Chaffinch,Fringilla coelebs,Animalia,Chordata,Aves,Passeriformes,Fringillidae,species
Transect_Site6_Sp1,Slope B,Heath,225,Transect,,,metre,12/09/2024,11:15,256,,Scotland,GB- SCT,Lochranza,Transect_Site6,55.70519444,-5.27266667,WGS84,Transect_Site6_Sp1_Anthus_pratensis,HumanObservation,present,N/A,Meadow Pipit,Anthus pratensis,Animalia,Chordata,Aves,Passeriformes,Motacillidae,species
Transect_Site6_Sp2,Slope B,Heath,225,Transect,,,metre,12/09/2024,11:15,256,,Scotland,GB- SCT,Lochranza,Transect_Site6,55.70519444,-5.27266667,WGS84,Transect_Site6_Sp2_Aquila_chrysaetos,HumanObservation,present,N/A,Golden Eagle,Aquila chrysaetos,Animalia,Chordata,Aves,Accipitriformes,Accipitridae,species
Transect_Incidental_Sp1,Slope A,,,Transect,,,metre,11/09/2024,15:14,255,,Scotland,GB-SCT,Lochranza,,,,WGS84,Transect_Incidental_Sp1_Ardea_cinerea,HumanObservation,present,N/A,Grey Heron,Ardea cinerea,Animalia,Chordata,Aves,Pelecaniformes,Ardeidae,species
Transect_Incidental_Sp2,Slope A,,,Transect,,,metre,12/09/2024,10:16,256,,Scotland,GB-SCT,Lochranza,,,,WGS84,Transect_Incidental_Sp2_Aquila_chrysaetos,HumanObservation,present,N/A,Golden Eagle,Aquila chrysaetos,Animalia,Chordata,Aves,Accipitriformes,Accipitridae,species
Transect_Incidental_Sp3,Slope A,,,Transect,,,metre,11/09/2024,15:14,255,,Scotland,GB-SCT,Lochranza,,,,WGS84,Transect_Incidental_Sp3_Corvus_corax,HumanObservation,present,N/A,Common Raven,Corvus corax,Animalia,Chordata,Aves,Passeriformes,Corvidae,species
day1_audio2,Slope B,native_broadleaf,33,Audiomoths,"Three hours at sunset, three hours at sunrise. (no sunrise data)",3,hour,12/09/2024,19:15 - 22:15,256,,Scotland,GB-SCT,Lochranza,tripods.swung.extend,55.70746,-5.28423,WGS84,day1_audio2_Pipistrellus_pipistrellus,MachineObservation,present,688,Common pipistrelle,Pipistrellus pipistrellus,Animalia,Chordata,Mammalia,Chiroptera,Vespertilionidae,species
day1_audio2,Slope B,native_broadleaf,33,Audiomoths,"Three hours at sunset, three hours at sunrise. (no sunrise data)",3,hour,12/09/2024,19:15 - 22:15,256,,Scotland,GB-SCT,Lochranza,tripods.swung.extend,55.70746,-5.28423,WGS84,day1_audio2_Pipistrellus_pygmaeus,MachineObservation,present,100,Soprano pipistrelle,Pipistrellus pygmaeus,Animalia,Chordata,Mammalia,Chiroptera,Vespertilionidae,species
day1_audio3,Slope A,bog_transition,63,Audiomoths,"Three hours at sunset, three hours at sunrise. (no sunrise data)",3,hour,12/09/2024,19:15 - 22:15,256,,Scotland,GB-SCT,Lochranza,thankful.daily.beaten,55.69843,-5.28629,WGS84,day1_audio3_Myotis_spp.,MachineObservation,present,15,Mouse-eared bats,Myotis spp.,Animalia,Chordata,Mammalia,Chiroptera,Vespertilionidae,family
day1_audio3,Slope A,bog_transition,63,Audiomoths,"Three hours at sunset, three hours at sunrise. (no sunrise data)",3,hour,12/09/2024,19:15 - 22:15,256,,Scotland,GB-SCT,Lochranza,thankful.daily.beaten,55.69843,-5.28629,WGS84,day1_audio3_Pipistrellus_pipistrellus,MachineObservation,present,7,Common pipistrelle,Pipistrellus pipistrellus,Animalia,Chordata,Mammalia,Chiroptera,Vespertilionidae,species
day1_audio4,Slope A,bog_transition,43,Audiomoths,"Three hours at sunset, three hours at sunrise. (no sunrise data)",3,hour,12/09/2024,19:15 - 22:15,256,,Scotland,GB-SCT,Lochranza,flute.endlessly.groomed,55.69705,-5.28394,WGS84,day1_audio4_Myotis_spp.,MachineObservation,present,1,Mouse-eared bats,Myotis spp.,Animalia,Chordata,Mammalia,Chiroptera,Vespertilionidae,family
day1_audio4,Slope A,bog_transition,43,Audiomoths,"Three hours at sunset, three hours at sunrise. (no sunrise data)",3,hour,12/09/2024,19:15 - 22:15,256,,Scotland,GB-SCT,Lochranza,flute.endlessly.groomed,55.69705,-5.28394,WGS84,day1_audio4_Pipistrellus_nathusii,MachineObservation,present,6,Nathusius' pipistrelle,Pipistrellus nathusii,Animalia,Chordata,Mammalia,Chiroptera,Vespertilionidae,species
day1_audio4,Slope A,bog_transition,43,Audiomoths,"Three hours at sunset, three hours at sunrise. (no sunrise data)",3,hour,12/09/2024,19:15 - 22:15,256,,Scotland,GB-SCT,Lochranza,flute.endlessly.groomed,55.69705,-5.28394,WGS84,day1_audio4_Pipistrellus_pipistrellus,MachineObservation,present,37,Common pipistrelle,Pipistrellus pipistrellus,Animalia,Chordata,Mammalia,Chiroptera,Vespertilionidae,species
day2_audio1,Slope A,grassland(field),4,Audiomoths,"Three hours at sunset, three hours at sunrise. (no sunrise data)",3,hour,13/09/2024,19:04 - 22:04,257,,Scotland,GB-SCT,Lochranza,moderated.flying.songbook,55.70091,-5.28361,WGS84,day2_audio1_Pipistrellus_nathusii,MachineObservation,present,13,Nathusius' pipistrelle,Pipistrellus nathusii,Animalia,Chordata,Mammalia,Chiroptera,Vespertilionidae,species
day2_audio1,Slope A,grassland(field),4,Audiomoths,"Three hours at sunset, three hours at sunrise. (no sunrise data)",3,hour,13/09/2024,19:04 - 22:04,257,,Scotland,GB-SCT,Lochranza,moderated.flying.songbook,55.70091,-5.28361,WGS84,day2_audio1_Pipistrellus_pipistrellus,MachineObservation,present,284,Common pipistrelle,Pipistrellus pipistrellus,Animalia,Chordata,Mammalia,Chiroptera,Vespertilionidae,species
day2_audio2,Slope A,semi_natural_grassland,9,Audiomoths,"Three hours at sunset, three hours at sunrise. (no sunrise data)",3,hour,13/09/2024,19:04 - 22:04,257,,Scotland,GB-SCT,Lochranza,complier.heartened.clear,55.69899,-5.28231,WGS84,day2_audio2_Pipistrellus_pipistrellus,MachineObservation,present,274,Common pipistrelle,Pipistrellus pipistrellus,Animalia,Chordata,Mammalia,Chiroptera,Vespertilionidae,species
day2_audio3,Slope B,native_broadleaf,16,Audiomoths,"Three hours at sunset, three hours at sunrise. (no sunrise data)",3,hour,13/09/2024,19:04 - 22:04,257,,Scotland,GB-SCT,Lochranza,slid.veto.resolves,55.70552,-5.28246,WGS84,day2_audio3_Myotis_spp.,MachineObservation,present,79,Mouse-eared bats,Myotis spp.,Animalia,Chordata,Mammalia,Chiroptera,Vespertilionidae,family
day2_audio3,Slope B,native_broadleaf,16,Audiomoths,"Three hours at sunset, three hours at sunrise. (no sunrise data)",3,hour,13/09/2024,19:04 - 22:04,257,,Scotland,GB-SCT,Lochranza,slid.veto.resolves,55.70552,-5.28246,WGS84,day2_audio3_Pipistrellus_nathusii,MachineObservation,present,30,Nathusius' pipistrelle,Pipistrellus nathusii,Animalia,Chordata,Mammalia,Chiroptera,Vespertilionidae,species
day2_audio3,Slope B,native_broadleaf,16,Audiomoths,"Three hours at sunset, three hours at sunrise. (no sunrise data)",3,hour,13/09/2024,19:04 - 22:04,257,,Scotland,GB-SCT,Lochranza,slid.veto.resolves,55.70552,-5.28246,WGS84,day2_audio3_Pipistrellus_pipistrellus,MachineObservation,present,14992,Common pipistrelle,Pipistrellus pipistrellus,Animalia,Chordata,Mammalia,Chiroptera,Vespertilionidae,species
day2_audio3,Slope B,native_broadleaf,16,Audiomoths,"Three hours at sunset, three hours at sunrise. (no sunrise data)",3,hour,13/09/2024,19:04 - 22:04,257,,Scotland,GB-SCT,Lochranza,slid.veto.resolves,55.70552,-5.28246,WGS84,day2_audio3_Pipistrellus_pygmaeus,MachineObservation,present,325,Soprano pipistrelle,Pipistrellus pygmaeus,Animalia,Chordata,Mammalia,Chiroptera,Vespertilionidae,species
day2_audio3,Slope B,native_broadleaf,16,Audiomoths,"Three hours at sunset, three hours at sunrise. (no sunrise data)",3,hour,13/09/2024,19:04 - 22:04,257,,Scotland,GB-SCT,Lochranza,slid.veto.resolves,55.70552,-5.28246,WGS84,day2_audio3_Plecotus_auritus,MachineObservation,present,19,Brown long-eared bat,Plecotus auritus,Animalia,Chordata,Mammalia,Chiroptera,Vespertilionidae,species
day2_audio4,Slope B,native_broadleaf,20,Audiomoths,"Three hours at sunset, three hours at sunrise. (no sunrise data)",3,hour,13/09/2024,19:04 - 22:04,257,,Scotland,GB-SCT,Lochranza,trample.otter.hushed,55.70314,-5.27901,WGS84,day2_audio4_Myotis_spp.,MachineObservation,present,3,Mouse-eared bats,Myotis spp.,Animalia,Chordata,Mammalia,Chiroptera,Vespertilionidae,family
day2_audio4,Slope B,native_broadleaf,20,Audiomoths,"Three hours at sunset, three hours at sunrise. (no sunrise data)",3,hour,13/09/2024,19:04 - 22:04,257,,Scotland,GB-SCT,Lochranza,trample.otter.hushed,55.70314,-5.27901,WGS84,day2_audio4_Pipistrellus_pipistrellus,MachineObservation,present,1604,Common pipistrelle,Pipistrellus pipistrellus,Animalia,Chordata,Mammalia,Chiroptera,Vespertilionidae,species
day2_audio4,Slope B,native_broadleaf,20,Audiomoths,"Three hours at sunset, three hours at sunrise. (no sunrise data)",3,hour,13/09/2024,19:04 - 22:04,257,,Scotland,GB-SCT,Lochranza,trample.otter.hushed,55.70314,-5.27901,WGS84,day2_audio4_Pipistrellus_pygmaeus,MachineObservation,present,175,Soprano pipistrelle,Pipistrellus pygmaeus,Animalia,Chordata,Mammalia,Chiroptera,Vespertilionidae,species
day2_audio4,Slope B,native_broadleaf,20,Audiomoths,"Three hours at sunset, three hours at sunrise. (no sunrise data)",3,hour,13/09/2024,19:04 - 22:04,257,,Scotland,GB-SCT,Lochranza,trample.otter.hushed,55.70314,-5.27901,WGS84,day2_audio4_Plecotus_auritus,MachineObservation,present,2,Brown long-eared bat,Plecotus auritus,Animalia,Chordata,Mammalia,Chiroptera,Vespertilionidae,species
day1_MCH5,Slope B,bracken,58,Camera traps,"Camera trap was placed at 13:06 on the 12th September, and then collected again at 11:03 on the 13th September. Times were chosen opportunistically for time efficiency. ",21.95,hour,12/09/2024,13:06 - 23:03,256,,Scotland,GB-SCT,Lochranza,give.presented.reliving,55.70565,-5.28007,WGS84,day1_MCH5_Erithacus_rubecula,MachineObservation,present,1,European Robin,Erithacus rubecula,Animalia,Chordata,Aves,Passeriformes,Muscicapidae,species
day0_MCH5,Slope A,Grassland,5,Camera traps,"Camera trap was placed at 13:02 on the 11th September, and then collected again at 9:48 on the 12th September. Times were chosen opportunistically for time efficiency. ",17.56,hour,11/09/2024,17:16 - 9:48,256,grassland,Scotland,GB-SCT,Lochranza,training.shop.cocoons,55.69893,-5.28531,WGS84,day0_MCH5_Cervus_elaphus,MachineObservation,present,2,Red Deer,Cervus elaphus,Animalia,Chordata,Mammalia,Artiodactyla,Cervidae,species
